"sim_time","rose-energy-63 - _step","rose-energy-63 - _step__MIN","rose-energy-63 - _step__MAX","rose-energy-63 - run/nusselt","rose-energy-63 - run/nusselt__MIN","rose-energy-63 - run/nusselt__MAX","warm-surf-61 - _step","warm-surf-61 - _step__MIN","warm-surf-61 - _step__MAX","warm-surf-61 - run/nusselt","warm-surf-61 - run/nusselt__MIN","warm-surf-61 - run/nusselt__MAX","tough-durian-59 - _step","tough-durian-59 - _step__MIN","tough-durian-59 - _step__MAX","tough-durian-59 - run/nusselt","tough-durian-59 - run/nusselt__MIN","tough-durian-59 - run/nusselt__MAX","earthy-microwave-57 - _step","earthy-microwave-57 - _step__MIN","earthy-microwave-57 - _step__MAX","earthy-microwave-57 - run/nusselt","earthy-microwave-57 - run/nusselt__MIN","earthy-microwave-57 - run/nusselt__MAX","tough-dragon-55 - _step","tough-dragon-55 - _step__MIN","tough-dragon-55 - _step__MAX","tough-dragon-55 - run/nusselt","tough-dragon-55 - run/nusselt__MIN","tough-dragon-55 - run/nusselt__MAX","prime-vortex-53 - _step","prime-vortex-53 - _step__MIN","prime-vortex-53 - _step__MAX","prime-vortex-53 - run/nusselt","prime-vortex-53 - run/nusselt__MIN","prime-vortex-53 - run/nusselt__MAX","giddy-deluge-51 - _step","giddy-deluge-51 - _step__MIN","giddy-deluge-51 - _step__MAX","giddy-deluge-51 - run/nusselt","giddy-deluge-51 - run/nusselt__MIN","giddy-deluge-51 - run/nusselt__MAX","dutiful-meadow-49 - _step","dutiful-meadow-49 - _step__MIN","dutiful-meadow-49 - _step__MAX","dutiful-meadow-49 - run/nusselt","dutiful-meadow-49 - run/nusselt__MIN","dutiful-meadow-49 - run/nusselt__MAX","usual-grass-47 - _step","usual-grass-47 - _step__MIN","usual-grass-47 - _step__MAX","usual-grass-47 - run/nusselt","usual-grass-47 - run/nusselt__MIN","usual-grass-47 - run/nusselt__MAX","swift-sky-45 - _step","swift-sky-45 - _step__MIN","swift-sky-45 - _step__MAX","swift-sky-45 - run/nusselt","swift-sky-45 - run/nusselt__MIN","swift-sky-45 - run/nusselt__MAX","stoic-elevator-44 - _step","stoic-elevator-44 - _step__MIN","stoic-elevator-44 - _step__MAX","stoic-elevator-44 - run/nusselt","stoic-elevator-44 - run/nusselt__MIN","stoic-elevator-44 - run/nusselt__MAX","copper-leaf-42 - _step","copper-leaf-42 - _step__MIN","copper-leaf-42 - _step__MAX","copper-leaf-42 - run/nusselt","copper-leaf-42 - run/nusselt__MIN","copper-leaf-42 - run/nusselt__MAX","earnest-fire-40 - _step","earnest-fire-40 - _step__MIN","earnest-fire-40 - _step__MAX","earnest-fire-40 - run/nusselt","earnest-fire-40 - run/nusselt__MIN","earnest-fire-40 - run/nusselt__MAX","glad-hill-38 - _step","glad-hill-38 - _step__MIN","glad-hill-38 - _step__MAX","glad-hill-38 - run/nusselt","glad-hill-38 - run/nusselt__MIN","glad-hill-38 - run/nusselt__MAX"
"25","73","73","73","2.9210453585746095","2.9210453585746095","2.9210453585746095","73","73","73","2.9193263127676583","2.9193263127676583","2.9193263127676583","73","73","73","2.919629507262471","2.919629507262471","2.919629507262471","73","73","73","2.9210453585746095","2.9210453585746095","2.9210453585746095","73","73","73","2.919224644945297","2.919224644945297","2.919224644945297","73","73","73","2.920629568863903","2.920629568863903","2.920629568863903","73","73","73","2.9186585145069337","2.9186585145069337","2.9186585145069337","73","73","73","2.9198830804587317","2.9198830804587317","2.9198830804587317","73","73","73","2.9182160076208805","2.9182160076208805","2.9182160076208805","73","73","73","2.917814544833018","2.917814544833018","2.917814544833018","73","73","73","2.9196743486103003","2.9196743486103003","2.9196743486103003","73","73","73","2.919413213443052","2.919413213443052","2.919413213443052","73","73","73","2.917814544833018","2.917814544833018","2.917814544833018","73","73","73","2.9182160076208805","2.9182160076208805","2.9182160076208805"
"26","76","76","76","2.9205499317637127","2.9205499317637127","2.9205499317637127","76","76","76","2.919860568342931","2.919860568342931","2.919860568342931","76","76","76","2.919948858826576","2.919948858826576","2.919948858826576","76","76","76","2.9205499317637127","2.9205499317637127","2.9205499317637127","76","76","76","2.9188404592465527","2.9188404592465527","2.9188404592465527","76","76","76","2.9200451061329473","2.9200451061329473","2.9200451061329473","76","76","76","2.91996144338988","2.91996144338988","2.91996144338988","76","76","76","2.919275838844856","2.919275838844856","2.919275838844856","76","76","76","2.9194053990479953","2.9194053990479953","2.9194053990479953","76","76","76","2.9178533649040417","2.9178533649040417","2.9178533649040417","76","76","76","2.9203575870621745","2.9203575870621745","2.9203575870621745","76","76","76","2.9191311518788825","2.9191311518788825","2.9191311518788825","76","76","76","2.9178533649040417","2.9178533649040417","2.9178533649040417","76","76","76","2.9194053990479953","2.9194053990479953","2.9194053990479953"
"27","79","79","79","2.918422868892074","2.918422868892074","2.918422868892074","79","79","79","2.9201581521958384","2.9201581521958384","2.9201581521958384","79","79","79","2.920060197676924","2.920060197676924","2.920060197676924","79","79","79","2.918422868892074","2.918422868892074","2.918422868892074","79","79","79","2.9190174735987635","2.9190174735987635","2.9190174735987635","79","79","79","2.918694646371462","2.918694646371462","2.918694646371462","79","79","79","2.9205588478022704","2.9205588478022704","2.9205588478022704","79","79","79","2.918896159061087","2.918896159061087","2.918896159061087","79","79","79","2.920377832992606","2.920377832992606","2.920377832992606","79","79","79","2.9189197714430626","2.9189197714430626","2.9189197714430626","79","79","79","2.9201837895994607","2.9201837895994607","2.9201837895994607","79","79","79","2.919255331652133","2.919255331652133","2.919255331652133","79","79","79","2.9189197714430626","2.9189197714430626","2.9189197714430626","79","79","79","2.920377832992606","2.920377832992606","2.920377832992606"
"28","82","82","82","2.916441575695506","2.916441575695506","2.916441575695506","82","82","82","2.919989861144114","2.919989861144114","2.919989861144114","82","82","82","2.919882074553987","2.919882074553987","2.919882074553987","82","82","82","2.916441575695506","2.916441575695506","2.916441575695506","82","82","82","2.9196014245185506","2.9196014245185506","2.9196014245185506","82","82","82","2.917697337440015","2.917697337440015","2.917697337440015","82","82","82","2.919998751051739","2.919998751051739","2.919998751051739","82","82","82","2.9190472264303597","2.9190472264303597","2.9190472264303597","82","82","82","2.920364947847291","2.920364947847291","2.920364947847291","82","82","82","2.9201348650970647","2.9201348650970647","2.9201348650970647","82","82","82","2.9193241547658846","2.9193241547658846","2.9193241547658846","82","82","82","2.919677291032561","2.919677291032561","2.919677291032561","82","82","82","2.9201348650970647","2.9201348650970647","2.9201348650970647","82","82","82","2.920364947847291","2.920364947847291","2.920364947847291"
"29","85","85","85","2.9162129873666878","2.9162129873666878","2.9162129873666878","85","85","85","2.919508021107916","2.919508021107916","2.919508021107916","85","85","85","2.9195683352010318","2.9195683352010318","2.9195683352010318","85","85","85","2.9162129873666878","2.9162129873666878","2.9162129873666878","85","85","85","2.920114933190102","2.920114933190102","2.920114933190102","85","85","85","2.9178551189467217","2.9178551189467217","2.9178551189467217","85","85","85","2.9187742229751676","2.9187742229751676","2.9187742229751676","85","85","85","2.919596326291769","2.919596326291769","2.919596326291769","85","85","85","2.9194135666382035","2.9194135666382035","2.9194135666382035","85","85","85","2.920524977697518","2.920524977697518","2.920524977697518","85","85","85","2.9184971422636923","2.9184971422636923","2.9184971422636923","85","85","85","2.920051990764975","2.920051990764975","2.920051990764975","85","85","85","2.920524977697518","2.920524977697518","2.920524977697518","85","85","85","2.9194135666382035","2.9194135666382035","2.9194135666382035"
"30","88","88","88","2.9178855051736052","2.9178855051736052","2.9178855051736052","88","88","88","2.919112957041685","2.919112957041685","2.919112957041685","88","88","88","2.9193775493287966","2.9193775493287966","2.9193775493287966","88","88","88","2.9178855051736052","2.9178855051736052","2.9178855051736052","88","88","88","2.9201508440773885","2.9201508440773885","2.9201508440773885","88","88","88","2.919016881897309","2.919016881897309","2.919016881897309","88","88","88","2.917899040644638","2.917899040644638","2.917899040644638","88","88","88","2.920094179721534","2.920094179721534","2.920094179721534","88","88","88","2.9183248988236166","2.9183248988236166","2.9183248988236166","88","88","88","2.9198082158597716","2.9198082158597716","2.9198082158597716","88","88","88","2.9183740159138183","2.9183740159138183","2.9183740159138183","88","88","88","2.920082209968938","2.920082209968938","2.920082209968938","88","88","88","2.9198082158597716","2.9198082158597716","2.9198082158597716","88","88","88","2.9183248988236166","2.9183248988236166","2.9183248988236166"
"31","91","91","91","2.9200735936397018","2.9200735936397018","2.9200735936397018","91","91","91","2.919123574045995","2.919123574045995","2.919123574045995","91","91","91","2.9194618796361747","2.9194618796361747","2.9194618796361747","91","91","91","2.9200735936397018","2.9200735936397018","2.9200735936397018","91","91","91","2.9196980101952703","2.9196980101952703","2.9196980101952703","91","91","91","2.9202279253003653","2.9202279253003653","2.9202279253003653","91","91","91","2.918076019299092","2.918076019299092","2.918076019299092","91","91","91","2.920145486223984","2.920145486223984","2.920145486223984","91","91","91","2.9179872834350085","2.9179872834350085","2.9179872834350085","91","91","91","2.9186021189913505","2.9186021189913505","2.9186021189913505","91","91","91","2.919039988029408","2.919039988029408","2.919039988029408","91","91","91","2.919756441606385","2.919756441606385","2.919756441606385","91","91","91","2.9186021189913505","2.9186021189913505","2.9186021189913505","91","91","91","2.9179872834350085","2.9179872834350085","2.9179872834350085"
"32","94","94","94","2.921016086819278","2.921016086819278","2.921016086819278","94","94","94","2.9195230737755833","2.9195230737755833","2.9195230737755833","94","94","94","2.919747695081604","2.919747695081604","2.919747695081604","94","94","94","2.921016086819278","2.921016086819278","2.921016086819278","94","94","94","2.919139027994297","2.919139027994297","2.919139027994297","94","94","94","2.920520912499313","2.920520912499313","2.920520912499313","94","94","94","2.9191407097885524","2.9191407097885524","2.9191407097885524","94","94","94","2.919725615431587","2.919725615431587","2.919725615431587","94","94","94","2.9186585694358156","2.9186585694358156","2.9186585694358156","94","94","94","2.9179002594568995","2.9179002594568995","2.9179002594568995","94","94","94","2.919942771085818","2.919942771085818","2.919942771085818","94","94","94","2.9193500374667782","2.9193500374667782","2.9193500374667782","94","94","94","2.9179002594568995","2.9179002594568995","2.9179002594568995","94","94","94","2.9186585694358156","2.9186585694358156","2.9186585694358156"
"33","97","97","97","2.9200045898120455","2.9200045898120455","2.9200045898120455","97","97","97","2.9199821481827266","2.9199821481827266","2.9199821481827266","97","97","97","2.920001291747178","2.920001291747178","2.920001291747178","97","97","97","2.9200045898120455","2.9200045898120455","2.9200045898120455","97","97","97","2.9189308714576807","2.9189308714576807","2.9189308714576807","97","97","97","2.9196950891092435","2.9196950891092435","2.9196950891092435","97","97","97","2.9202189945954897","2.9202189945954897","2.9202189945954897","97","97","97","2.919189918765181","2.919189918765181","2.919189918765181","97","97","97","2.919777237402031","2.919777237402031","2.919777237402031","97","97","97","2.9182611898272364","2.9182611898272364","2.9182611898272364","97","97","97","2.9203551591565438","2.9203551591565438","2.9203551591565438","97","97","97","2.919195308876807","2.919195308876807","2.919195308876807","97","97","97","2.9182611898272364","2.9182611898272364","2.9182611898272364","97","97","97","2.919777237402031","2.919777237402031","2.919777237402031"
"34","100","100","100","2.917925383245982","2.917925383245982","2.917925383245982","100","100","100","2.9201328804981794","2.9201328804981794","2.9201328804981794","100","100","100","2.9200215243494716","2.9200215243494716","2.9200215243494716","100","100","100","2.917925383245982","2.917925383245982","2.917925383245982","100","100","100","2.919234924846446","2.919234924846446","2.919234924846446","100","100","100","2.9184564564141215","2.9184564564141215","2.9184564564141215","100","100","100","2.920450562755885","2.920450562755885","2.920450562755885","100","100","100","2.918976708299957","2.918976708299957","2.918976708299957","100","100","100","2.920437682115008","2.920437682115008","2.920437682115008","100","100","100","2.919371918736586","2.919371918736586","2.919371918736586","100","100","100","2.9199653013782285","2.9199653013782285","2.9199653013782285","100","100","100","2.9194124188292196","2.9194124188292196","2.9194124188292196","100","100","100","2.919371918736586","2.919371918736586","2.919371918736586","100","100","100","2.920437682115008","2.920437682115008","2.920437682115008"
"35","103","103","103","2.916498886182407","2.916498886182407","2.916498886182407","103","103","103","2.9198659757284435","2.9198659757284435","2.9198659757284435","103","103","103","2.919800784752736","2.919800784752736","2.919800784752736","103","103","103","2.916498886182407","2.916498886182407","2.916498886182407","103","103","103","2.9197956958970255","2.9197956958970255","2.9197956958970255","103","103","103","2.9178228169491733","2.9178228169491733","2.9178228169491733","103","103","103","2.9196812000107952","2.9196812000107952","2.9196812000107952","103","103","103","2.9192520613474926","2.9192520613474926","2.9192520613474926","103","103","103","2.9201287814791206","2.9201287814791206","2.9201287814791206","103","103","103","2.9203249913041964","2.9203249913041964","2.9203249913041964","103","103","103","2.9191161465495443","2.9191161465495443","2.9191161465495443","103","103","103","2.9198188119830184","2.9198188119830184","2.9198188119830184","103","103","103","2.9203249913041964","2.9203249913041964","2.9203249913041964","103","103","103","2.9201287814791206","2.9201287814791206","2.9201287814791206"
"36","106","106","106","2.9168686952576186","2.9168686952576186","2.9168686952576186","106","106","106","2.919411421146184","2.919411421146184","2.919411421146184","106","106","106","2.9195256208618305","2.9195256208618305","2.9195256208618305","106","106","106","2.9168686952576186","2.9168686952576186","2.9168686952576186","106","106","106","2.920158339156309","2.920158339156309","2.920158339156309","106","106","106","2.918295132016054","2.918295132016054","2.918295132016054","106","106","106","2.918567119705126","2.918567119705126","2.918567119705126","106","106","106","2.919784073744829","2.919784073744829","2.919784073744829","106","106","106","2.9191344826649512","2.9191344826649512","2.9191344826649512","106","106","106","2.9203655261323878","2.9203655261323878","2.9203655261323878","106","106","106","2.918510493200384","2.918510493200384","2.918510493200384","106","106","106","2.9200847762670707","2.9200847762670707","2.9200847762670707","106","106","106","2.9203655261323878","2.9203655261323878","2.9203655261323878","106","106","106","2.9191344826649512","2.9191344826649512","2.9191344826649512"
"37","109","109","109","2.9186990770235033","2.9186990770235033","2.9186990770235033","109","109","109","2.91914361417158","2.91914361417158","2.91914361417158","109","109","109","2.9194210139290457","2.9194210139290457","2.9194210139290457","109","109","109","2.9186990770235033","2.9186990770235033","2.9186990770235033","109","109","109","2.9200403686207927","2.9200403686207927","2.9200403686207927","109","109","109","2.919469782908677","2.919469782908677","2.919469782908677","109","109","109","2.9180229701312643","2.9180229701312643","2.9180229701312643","109","109","109","2.9201408651999246","2.9201408651999246","2.9201408651999246","109","109","109","2.9182823940193487","2.9182823940193487","2.9182823940193487","109","109","109","2.9194948027049237","2.9194948027049237","2.9194948027049237","109","109","109","2.9186346711163167","2.9186346711163167","2.9186346711163167","109","109","109","2.920002973241545","2.920002973241545","2.920002973241545","109","109","109","2.9194948027049237","2.9194948027049237","2.9194948027049237","109","109","109","2.9182823940193487","2.9182823940193487","2.9182823940193487"
"38","112","112","112","2.9204887348975177","2.9204887348975177","2.9204887348975177","112","112","112","2.919275830771992","2.919275830771992","2.919275830771992","112","112","112","2.919568200423197","2.919568200423197","2.919568200423197","112","112","112","2.9204887348975177","2.9204887348975177","2.9204887348975177","112","112","112","2.919554206906299","2.919554206906299","2.919554206906299","112","112","112","2.920389456569711","2.920389456569711","2.920389456569711","112","112","112","2.9184778844320745","2.9184778844320745","2.9184778844320745","112","112","112","2.9200438263636452","2.9200438263636452","2.9200438263636452","112","112","112","2.918261469579872","2.918261469579872","2.918261469579872","112","112","112","2.918447839716454","2.918447839716454","2.918447839716454","112","112","112","2.919373537717001","2.919373537717001","2.919373537717001","112","112","112","2.9196518767557555","2.9196518767557555","2.9196518767557555","112","112","112","2.918447839716454","2.918447839716454","2.918447839716454","112","112","112","2.918261469579872","2.918261469579872","2.918261469579872"
"39","115","115","115","2.920811573946539","2.920811573946539","2.920811573946539","115","115","115","2.919693260078873","2.919693260078873","2.919693260078873","115","115","115","2.919843432254837","2.919843432254837","2.919843432254837","115","115","115","2.920811573946539","2.920811573946539","2.920811573946539","115","115","115","2.9191054148312463","2.9191054148312463","2.9191054148312463","115","115","115","2.9203291562020213","2.9203291562020213","2.9203291562020213","115","115","115","2.919544540037369","2.919544540037369","2.919544540037369","115","115","115","2.919587579367126","2.919587579367126","2.919587579367126","115","115","115","2.9190716559970915","2.9190716559970915","2.9190716559970915","115","115","115","2.9180801097251927","2.9180801097251927","2.9180801097251927","115","115","115","2.9201205433964055","2.9201205433964055","2.9201205433964055","115","115","115","2.919324452543715","2.919324452543715","2.919324452543715","115","115","115","2.9180801097251927","2.9180801097251927","2.9180801097251927","115","115","115","2.9190716559970915","2.9190716559970915","2.9190716559970915"
"40","118","118","118","2.919463242145419","2.919463242145419","2.919463242145419","118","118","118","2.920054807329873","2.920054807329873","2.920054807329873","118","118","118","2.920023418056675","2.920023418056675","2.920023418056675","118","118","118","2.919463242145419","2.919463242145419","2.919463242145419","118","118","118","2.9190577445561434","2.9190577445561434","2.9190577445561434","118","118","118","2.91937354381709","2.91937354381709","2.91937354381709","118","118","118","2.9203543421398117","2.9203543421398117","2.9203543421398117","118","118","118","2.9191531625570777","2.9191531625570777","2.9191531625570777","118","118","118","2.9200440497777973","2.9200440497777973","2.9200440497777973","118","118","118","2.918675379571035","2.918675379571035","2.918675379571035","118","118","118","2.9202797726970307","2.9202797726970307","2.9202797726970307","118","118","118","2.9192861625935493","2.9192861625935493","2.9192861625935493","118","118","118","2.918675379571035","2.918675379571035","2.918675379571035","118","118","118","2.9200440497777973","2.9200440497777973","2.9200440497777973"
"41","121","121","121","2.9175916639538424","2.9175916639538424","2.9175916639538424","121","121","121","2.920074024017273","2.920074024017273","2.920074024017273","121","121","121","2.919967857679442","2.919967857679442","2.919967857679442","121","121","121","2.9175916639538424","2.9175916639538424","2.9175916639538424","121","121","121","2.9194416070717244","2.9194416070717244","2.9194416070717244","121","121","121","2.9183257886877167","2.9183257886877167","2.9183257886877167","121","121","121","2.9202700188165203","2.9202700188165203","2.9202700188165203","121","121","121","2.9190930285257015","2.9190930285257015","2.9190930285257015","121","121","121","2.9203981612390115","2.9203981612390115","2.9203981612390115","121","121","121","2.9197342279710754","2.9197342279710754","2.9197342279710754","121","121","121","2.9197453802773463","2.9197453802773463","2.9197453802773463","121","121","121","2.9195621170240154","2.9195621170240154","2.9195621170240154","121","121","121","2.9197342279710754","2.9197342279710754","2.9197342279710754","121","121","121","2.9203981612390115","2.9203981612390115","2.9203981612390115"
"42","124","124","124","2.916732363501559","2.916732363501559","2.916732363501559","124","124","124","2.9197481396474245","2.9197481396474245","2.9197481396474245","124","124","124","2.9197300175993006","2.9197300175993006","2.9197300175993006","124","124","124","2.916732363501559","2.916732363501559","2.916732363501559","124","124","124","2.9199392286061565","2.9199392286061565","2.9199392286061565","124","124","124","2.918039786666346","2.918039786666346","2.918039786666346","124","124","124","2.9193923118740788","2.9193923118740788","2.9193923118740788","124","124","124","2.919448218524255","2.919448218524255","2.919448218524255","124","124","124","2.919873345993113","2.919873345993113","2.919873345993113","124","124","124","2.9203983539629395","2.9203983539629395","2.9203983539629395","124","124","124","2.918972970720456","2.918972970720456","2.918972970720456","124","124","124","2.91992378589879","2.91992378589879","2.91992378589879","124","124","124","2.9203983539629395","2.9203983539629395","2.9203983539629395","124","124","124","2.919873345993113","2.919873345993113","2.919873345993113"
"43","127","127","127","2.917560392664518","2.917560392664518","2.917560392664518","127","127","127","2.919352228870235","2.919352228870235","2.919352228870235","127","127","127","2.9195083361945118","2.9195083361945118","2.9195083361945118","127","127","127","2.917560392664518","2.917560392664518","2.917560392664518","127","127","127","2.9201502934424597","2.9201502934424597","2.9201502934424597","127","127","127","2.9187313643068515","2.9187313643068515","2.9187313643068515","127","127","127","2.918457884465213","2.918457884465213","2.918457884465213","127","127","127","2.919924328811601","2.919924328811601","2.919924328811601","127","127","127","2.918924091996292","2.918924091996292","2.918924091996292","127","127","127","2.9201514785070266","2.9201514785070266","2.9201514785070266","127","127","127","2.918596552907934","2.918596552907934","2.918596552907934","127","127","127","2.920080136903255","2.920080136903255","2.920080136903255","127","127","127","2.9201514785070266","2.9201514785070266","2.9201514785070266","127","127","127","2.918924091996292","2.918924091996292","2.918924091996292"
"44","130","130","130","2.919373278745681","2.919373278745681","2.919373278745681","130","130","130","2.919209795083338","2.919209795083338","2.919209795083338","130","130","130","2.919482535679662","2.919482535679662","2.919482535679662","130","130","130","2.919373278745681","2.919373278745681","2.919373278745681","130","130","130","2.919916486489364","2.919916486489364","2.919916486489364","130","130","130","2.919823403598643","2.919823403598643","2.919823403598643","130","130","130","2.918227583976513","2.918227583976513","2.918227583976513","130","130","130","2.920137988015352","2.920137988015352","2.920137988015352","130","130","130","2.9183334261297174","2.9183334261297174","2.9183334261297174","130","130","130","2.9192255235547493","2.9192255235547493","2.9192255235547493","130","130","130","2.9189129786152233","2.9189129786152233","2.9189129786152233","130","130","130","2.919913646723545","2.919913646723545","2.919913646723545","130","130","130","2.9192255235547493","2.9192255235547493","2.9192255235547493","130","130","130","2.9183334261297174","2.9183334261297174","2.9183334261297174"
"45","133","133","133","2.920696097625356","2.920696097625356","2.920696097625356","133","133","133","2.9194310002199817","2.9194310002199817","2.9194310002199817","133","133","133","2.9196695212534984","2.9196695212534984","2.9196695212534984","133","133","133","2.920696097625356","2.920696097625356","2.920696097625356","133","133","133","2.919442098045332","2.919442098045332","2.919442098045332","133","133","133","2.9204328934349393","2.9204328934349393","2.9204328934349393","133","133","133","2.9188733466238417","2.9188733466238417","2.9188733466238417","133","133","133","2.9199279401332516","2.9199279401332516","2.9199279401332516","133","133","133","2.9185728931537462","2.9185728931537462","2.9185728931537462","133","133","133","2.918392482539935","2.918392482539935","2.918392482539935","133","133","133","2.9196529309141175","2.9196529309141175","2.9196529309141175","133","133","133","2.91956998571117","2.91956998571117","2.91956998571117","133","133","133","2.918392482539935","2.918392482539935","2.918392482539935","133","133","133","2.9185728931537462","2.9185728931537462","2.9185728931537462"
"46","136","136","136","2.9204900736042436","2.9204900736042436","2.9204900736042436","136","136","136","2.919830174389009","2.919830174389009","2.919830174389009","136","136","136","2.9199144491578246","2.9199144491578246","2.9199144491578246","136","136","136","2.9204900736042436","2.9204900736042436","2.9204900736042436","136","136","136","2.919119179688416","2.919119179688416","2.919119179688416","136","136","136","2.920090255596123","2.920090255596123","2.920090255596123","136","136","136","2.9198571236253703","2.9198571236253703","2.9198571236253703","136","136","136","2.919478576133632","2.919478576133632","2.919478576133632","136","136","136","2.9194322808110393","2.9194322808110393","2.9194322808110393","136","136","136","2.9183270314570855","2.9183270314570855","2.9183270314570855","136","136","136","2.9202139021578795","2.9202139021578795","2.9202139021578795","136","136","136","2.9193332310709903","2.9193332310709903","2.9193332310709903","136","136","136","2.9183270314570855","2.9183270314570855","2.9183270314570855","136","136","136","2.9194322808110393","2.9194322808110393","2.9194322808110393"
"47","139","139","139","2.91897736197047","2.91897736197047","2.91897736197047","139","139","139","2.9200836844102107","2.9200836844102107","2.9200836844102107","139","139","139","2.920020234600942","2.920020234600942","2.920020234600942","139","139","139","2.91897736197047","2.91897736197047","2.91897736197047","139","139","139","2.9192065377229106","2.9192065377229106","2.9192065377229106","139","139","139","2.9191059350153203","2.9191059350153203","2.9191059350153203","139","139","139","2.920384111049908","2.920384111049908","2.920384111049908","139","139","139","2.919161603342893","2.919161603342893","2.919161603342893","139","139","139","2.920208475722068","2.920208475722068","2.920208475722068","139","139","139","2.91906642520607","2.91906642520607","2.91906642520607","139","139","139","2.9201545081808593","2.9201545081808593","2.9201545081808593","139","139","139","2.919393226866656","2.919393226866656","2.919393226866656","139","139","139","2.91906642520607","2.91906642520607","2.91906642520607","139","139","139","2.920208475722068","2.920208475722068","2.920208475722068"
"48","142","142","142","2.917426268623261","2.917426268623261","2.917426268623261","142","142","142","2.919994312198581","2.919994312198581","2.919994312198581","142","142","142","2.919907372508771","2.919907372508771","2.919907372508771","142","142","142","2.917426268623261","2.917426268623261","2.917426268623261","142","142","142","2.9196253218367945","2.9196253218367945","2.9196253218367945","142","142","142","2.9182980594825403","2.9182980594825403","2.9182980594825403","142","142","142","2.920049708333322","2.920049708333322","2.920049708333322","142","142","142","2.919231433079191","2.919231433079191","2.919231433079191","142","142","142","2.9202852332832148","2.9202852332832148","2.9202852332832148","142","142","142","2.919999128929724","2.919999128929724","2.919999128929724","142","142","142","2.9195453168648378","2.9195453168648378","2.9195453168648378","142","142","142","2.9196955244428184","2.9196955244428184","2.9196955244428184","142","142","142","2.919999128929724","2.919999128929724","2.919999128929724","142","142","142","2.9202852332832148","2.9202852332832148","2.9202852332832148"
"49","145","145","145","2.917098565999238","2.917098565999238","2.917098565999238","145","145","145","2.9196464316988093","2.9196464316988093","2.9196464316988093","145","145","145","2.919674593113671","2.919674593113671","2.919674593113671","145","145","145","2.917098565999238","2.917098565999238","2.917098565999238","145","145","145","2.9200321822953224","2.9200321822953224","2.9200321822953224","145","145","145","2.9183188294356253","2.9183188294356253","2.9183188294356253","145","145","145","2.919154389482281","2.919154389482281","2.919154389482281","145","145","145","2.919623839727903","2.919623839727903","2.919623839727903","145","145","145","2.9196268868660713","2.9196268868660713","2.9196268868660713","145","145","145","2.9203753699391384","2.9203753699391384","2.9203753699391384","145","145","145","2.9188974712024023","2.9188974712024023","2.9188974712024023","145","145","145","2.91999220622288","2.91999220622288","2.91999220622288","145","145","145","2.9203753699391384","2.9203753699391384","2.9203753699391384","145","145","145","2.9196268868660713","2.9196268868660713","2.9196268868660713"
