"sim_time","resilient-forest-43 - _step","resilient-forest-43 - _step__MIN","resilient-forest-43 - _step__MAX","resilient-forest-43 - run/nusselt","resilient-forest-43 - run/nusselt__MIN","resilient-forest-43 - run/nusselt__MAX","hearty-shape-41 - _step","hearty-shape-41 - _step__MIN","hearty-shape-41 - _step__MAX","hearty-shape-41 - run/nusselt","hearty-shape-41 - run/nusselt__MIN","hearty-shape-41 - run/nusselt__MAX","light-glitter-39 - _step","light-glitter-39 - _step__MIN","light-glitter-39 - _step__MAX","light-glitter-39 - run/nusselt","light-glitter-39 - run/nusselt__MIN","light-glitter-39 - run/nusselt__MAX","crisp-night-37 - _step","crisp-night-37 - _step__MIN","crisp-night-37 - _step__MAX","crisp-night-37 - run/nusselt","crisp-night-37 - run/nusselt__MIN","crisp-night-37 - run/nusselt__MAX","lyric-silence-36 - _step","lyric-silence-36 - _step__MIN","lyric-silence-36 - _step__MAX","lyric-silence-36 - run/nusselt","lyric-silence-36 - run/nusselt__MIN","lyric-silence-36 - run/nusselt__MAX","dulcet-deluge-35 - _step","dulcet-deluge-35 - _step__MIN","dulcet-deluge-35 - _step__MAX","dulcet-deluge-35 - run/nusselt","dulcet-deluge-35 - run/nusselt__MIN","dulcet-deluge-35 - run/nusselt__MAX","leafy-music-34 - _step","leafy-music-34 - _step__MIN","leafy-music-34 - _step__MAX","leafy-music-34 - run/nusselt","leafy-music-34 - run/nusselt__MIN","leafy-music-34 - run/nusselt__MAX","fallen-violet-33 - _step","fallen-violet-33 - _step__MIN","fallen-violet-33 - _step__MAX","fallen-violet-33 - run/nusselt","fallen-violet-33 - run/nusselt__MIN","fallen-violet-33 - run/nusselt__MAX","autumn-thunder-32 - _step","autumn-thunder-32 - _step__MIN","autumn-thunder-32 - _step__MAX","autumn-thunder-32 - run/nusselt","autumn-thunder-32 - run/nusselt__MIN","autumn-thunder-32 - run/nusselt__MAX","lucky-dream-31 - _step","lucky-dream-31 - _step__MIN","lucky-dream-31 - _step__MAX","lucky-dream-31 - run/nusselt","lucky-dream-31 - run/nusselt__MIN","lucky-dream-31 - run/nusselt__MAX","twilight-totem-30 - _step","twilight-totem-30 - _step__MIN","twilight-totem-30 - _step__MAX","twilight-totem-30 - run/nusselt","twilight-totem-30 - run/nusselt__MIN","twilight-totem-30 - run/nusselt__MAX","misty-terrain-29 - _step","misty-terrain-29 - _step__MIN","misty-terrain-29 - _step__MAX","misty-terrain-29 - run/nusselt","misty-terrain-29 - run/nusselt__MIN","misty-terrain-29 - run/nusselt__MAX","rural-violet-28 - _step","rural-violet-28 - _step__MIN","rural-violet-28 - _step__MAX","rural-violet-28 - run/nusselt","rural-violet-28 - run/nusselt__MIN","rural-violet-28 - run/nusselt__MAX","youthful-serenity-27 - _step","youthful-serenity-27 - _step__MIN","youthful-serenity-27 - _step__MAX","youthful-serenity-27 - run/nusselt","youthful-serenity-27 - run/nusselt__MIN","youthful-serenity-27 - run/nusselt__MAX","pleasant-breeze-26 - _step","pleasant-breeze-26 - _step__MIN","pleasant-breeze-26 - _step__MAX","pleasant-breeze-26 - run/nusselt","pleasant-breeze-26 - run/nusselt__MIN","pleasant-breeze-26 - run/nusselt__MAX","hopeful-serenity-25 - _step","hopeful-serenity-25 - _step__MIN","hopeful-serenity-25 - _step__MAX","hopeful-serenity-25 - run/nusselt","hopeful-serenity-25 - run/nusselt__MIN","hopeful-serenity-25 - run/nusselt__MAX"
"21","61","61","61","2.351759541520841","2.351759541520841","2.351759541520841","61","61","61","2.09816155272272","2.09816155272272","2.09816155272272","61","61","61","2.383901788509429","2.383901788509429","2.383901788509429","61","61","61","2.373278848317332","2.373278848317332","2.373278848317332","61","61","61","2.472462649138106","2.472462649138106","2.472462649138106","61","61","61","2.4375104611735403","2.4375104611735403","2.4375104611735403","61","61","61","2.383901788509429","2.383901788509429","2.383901788509429","61","61","61","2.5669903746910756","2.5669903746910756","2.5669903746910756","61","61","61","2.09816155272272","2.09816155272272","2.09816155272272","61","61","61","2.2868608403915998","2.2868608403915998","2.2868608403915998","61","61","61","2.4725937101105098","2.4725937101105098","2.4725937101105098","61","61","61","2.255802562074744","2.255802562074744","2.255802562074744","61","61","61","2.351759541520841","2.351759541520841","2.351759541520841","61","61","61","2.5669903746910756","2.5669903746910756","2.5669903746910756","61","61","61","2.434997237219138","2.434997237219138","2.434997237219138","61","61","61","2.4375104611735403","2.4375104611735403","2.4375104611735403"
"22","64","64","64","2.2667920259354615","2.2667920259354615","2.2667920259354615","64","64","64","2.1507844385504016","2.1507844385504016","2.1507844385504016","64","64","64","2.485585050583389","2.485585050583389","2.485585050583389","64","64","64","2.324994872964613","2.324994872964613","2.324994872964613","64","64","64","2.4766870312933995","2.4766870312933995","2.4766870312933995","64","64","64","2.454633574459188","2.454633574459188","2.454633574459188","64","64","64","2.485585050583389","2.485585050583389","2.485585050583389","64","64","64","2.524684212200302","2.524684212200302","2.524684212200302","64","64","64","2.1507844385504016","2.1507844385504016","2.1507844385504016","64","64","64","2.249917192880584","2.249917192880584","2.249917192880584","64","64","64","2.424395341605427","2.424395341605427","2.424395341605427","64","64","64","2.3993632661053064","2.3993632661053064","2.3993632661053064","64","64","64","2.2667920259354615","2.2667920259354615","2.2667920259354615","64","64","64","2.524684212200302","2.524684212200302","2.524684212200302","64","64","64","2.433479291784783","2.433479291784783","2.433479291784783","64","64","64","2.454633574459188","2.454633574459188","2.454633574459188"
"23","67","67","67","2.2043201470789886","2.2043201470789886","2.2043201470789886","67","67","67","2.2950940058278015","2.2950940058278015","2.2950940058278015","67","67","67","2.5931848580826466","2.5931848580826466","2.5931848580826466","67","67","67","2.2356756840026684","2.2356756840026684","2.2356756840026684","67","67","67","2.472837997802077","2.472837997802077","2.472837997802077","67","67","67","2.461301988705752","2.461301988705752","2.461301988705752","67","67","67","2.5931848580826466","2.5931848580826466","2.5931848580826466","67","67","67","2.492648612289621","2.492648612289621","2.492648612289621","67","67","67","2.2950940058278015","2.2950940058278015","2.2950940058278015","67","67","67","2.308469077126027","2.308469077126027","2.308469077126027","67","67","67","2.459150427888518","2.459150427888518","2.459150427888518","67","67","67","2.5666203592666306","2.5666203592666306","2.5666203592666306","67","67","67","2.2043201470789886","2.2043201470789886","2.2043201470789886","67","67","67","2.492648612289621","2.492648612289621","2.492648612289621","67","67","67","2.423688458380936","2.423688458380936","2.423688458380936","67","67","67","2.461301988705752","2.461301988705752","2.461301988705752"
"24","70","70","70","2.159880401919969","2.159880401919969","2.159880401919969","70","70","70","2.3900005033028666","2.3900005033028666","2.3900005033028666","70","70","70","2.574803854195207","2.574803854195207","2.574803854195207","70","70","70","2.1533216273521507","2.1533216273521507","2.1533216273521507","70","70","70","2.463537948993646","2.463537948993646","2.463537948993646","70","70","70","2.4537464774716473","2.4537464774716473","2.4537464774716473","70","70","70","2.574803854195207","2.574803854195207","2.574803854195207","70","70","70","2.551600484996022","2.551600484996022","2.551600484996022","70","70","70","2.3900005033028666","2.3900005033028666","2.3900005033028666","70","70","70","2.440270637568896","2.440270637568896","2.440270637568896","70","70","70","2.5701485844404552","2.5701485844404552","2.5701485844404552","70","70","70","2.6838228715531636","2.6838228715531636","2.6838228715531636","70","70","70","2.159880401919969","2.159880401919969","2.159880401919969","70","70","70","2.551600484996022","2.551600484996022","2.551600484996022","70","70","70","2.4116982001820935","2.4116982001820935","2.4116982001820935","70","70","70","2.4537464774716473","2.4537464774716473","2.4537464774716473"
"25","73","73","73","2.190919796925548","2.190919796925548","2.190919796925548","73","73","73","2.4941367223099657","2.4941367223099657","2.4941367223099657","73","73","73","2.425856479215911","2.425856479215911","2.425856479215911","73","73","73","2.1228497619914526","2.1228497619914526","2.1228497619914526","73","73","73","2.4568441523890936","2.4568441523890936","2.4568441523890936","73","73","73","2.4356434162271756","2.4356434162271756","2.4356434162271756","73","73","73","2.425856479215911","2.425856479215911","2.425856479215911","73","73","73","2.6087908190911104","2.6087908190911104","2.6087908190911104","73","73","73","2.4941367223099657","2.4941367223099657","2.4941367223099657","73","73","73","2.604863824327751","2.604863824327751","2.604863824327751","73","73","73","2.64281204796299","2.64281204796299","2.64281204796299","73","73","73","2.70512530981547","2.70512530981547","2.70512530981547","73","73","73","2.190919796925548","2.190919796925548","2.190919796925548","73","73","73","2.6087908190911104","2.6087908190911104","2.6087908190911104","73","73","73","2.407110686660836","2.407110686660836","2.407110686660836","73","73","73","2.4356434162271756","2.4356434162271756","2.4356434162271756"
"26","76","76","76","2.2388723976305034","2.2388723976305034","2.2388723976305034","76","76","76","2.472074937982093","2.472074937982093","2.472074937982093","76","76","76","2.259624073535374","2.259624073535374","2.259624073535374","76","76","76","2.1771154427502095","2.1771154427502095","2.1771154427502095","76","76","76","2.4130460740116466","2.4130460740116466","2.4130460740116466","76","76","76","2.4164886146967732","2.4164886146967732","2.4164886146967732","76","76","76","2.259624073535374","2.259624073535374","2.259624073535374","76","76","76","2.67093302988893","2.67093302988893","2.67093302988893","76","76","76","2.472074937982093","2.472074937982093","2.472074937982093","76","76","76","2.6985527001909526","2.6985527001909526","2.6985527001909526","76","76","76","2.577331037327736","2.577331037327736","2.577331037327736","76","76","76","2.623601192055328","2.623601192055328","2.623601192055328","76","76","76","2.2388723976305034","2.2388723976305034","2.2388723976305034","76","76","76","2.67093302988893","2.67093302988893","2.67093302988893","76","76","76","2.4161228741712035","2.4161228741712035","2.4161228741712035","76","76","76","2.4164886146967732","2.4164886146967732","2.4164886146967732"
"27","79","79","79","2.3210936204807373","2.3210936204807373","2.3210936204807373","79","79","79","2.4618946644201047","2.4618946644201047","2.4618946644201047","79","79","79","2.1487212899667703","2.1487212899667703","2.1487212899667703","79","79","79","2.305501901551959","2.305501901551959","2.305501901551959","79","79","79","2.3734075140479085","2.3734075140479085","2.3734075140479085","79","79","79","2.4062956618942546","2.4062956618942546","2.4062956618942546","79","79","79","2.1487212899667703","2.1487212899667703","2.1487212899667703","79","79","79","2.559837167299907","2.559837167299907","2.559837167299907","79","79","79","2.4618946644201047","2.4618946644201047","2.4618946644201047","79","79","79","2.7174711814693673","2.7174711814693673","2.7174711814693673","79","79","79","2.423282613420095","2.423282613420095","2.423282613420095","79","79","79","2.4258949168332276","2.4258949168332276","2.4258949168332276","79","79","79","2.3210936204807373","2.3210936204807373","2.3210936204807373","79","79","79","2.559837167299907","2.559837167299907","2.559837167299907","79","79","79","2.4376555421009796","2.4376555421009796","2.4376555421009796","79","79","79","2.4062956618942546","2.4062956618942546","2.4062956618942546"
"28","82","82","82","2.432870661207829","2.432870661207829","2.432870661207829","82","82","82","2.3924475757732844","2.3924475757732844","2.3924475757732844","82","82","82","2.082662510411244","2.082662510411244","2.082662510411244","82","82","82","2.486087960976035","2.486087960976035","2.486087960976035","82","82","82","2.3183508264846635","2.3183508264846635","2.3183508264846635","82","82","82","2.4103395450374845","2.4103395450374845","2.4103395450374845","82","82","82","2.082662510411244","2.082662510411244","2.082662510411244","82","82","82","2.4250598915422077","2.4250598915422077","2.4250598915422077","82","82","82","2.3924475757732844","2.3924475757732844","2.3924475757732844","82","82","82","2.558143707840996","2.558143707840996","2.558143707840996","82","82","82","2.3231207648575367","2.3231207648575367","2.3231207648575367","82","82","82","2.1710909433968073","2.1710909433968073","2.1710909433968073","82","82","82","2.432870661207829","2.432870661207829","2.432870661207829","82","82","82","2.4250598915422077","2.4250598915422077","2.4250598915422077","82","82","82","2.4651667161371416","2.4651667161371416","2.4651667161371416","82","82","82","2.4103395450374845","2.4103395450374845","2.4103395450374845"
"29","85","85","85","2.5608290742072253","2.5608290742072253","2.5608290742072253","85","85","85","2.3031370752963176","2.3031370752963176","2.3031370752963176","85","85","85","2.074320480058478","2.074320480058478","2.074320480058478","85","85","85","2.6439258225174025","2.6439258225174025","2.6439258225174025","85","85","85","2.304633853827389","2.304633853827389","2.304633853827389","85","85","85","2.427136935168777","2.427136935168777","2.427136935168777","85","85","85","2.074320480058478","2.074320480058478","2.074320480058478","85","85","85","2.3989660335933194","2.3989660335933194","2.3989660335933194","85","85","85","2.3031370752963176","2.3031370752963176","2.3031370752963176","85","85","85","2.3455115721541477","2.3455115721541477","2.3455115721541477","85","85","85","2.408837827003567","2.408837827003567","2.408837827003567","85","85","85","1.9963658817690892","1.9963658817690892","1.9963658817690892","85","85","85","2.5608290742072253","2.5608290742072253","2.5608290742072253","85","85","85","2.3989660335933194","2.3989660335933194","2.3989660335933194","85","85","85","2.4914480640717693","2.4914480640717693","2.4914480640717693","85","85","85","2.427136935168777","2.427136935168777","2.427136935168777"
"30","88","88","88","2.6618791359877467","2.6618791359877467","2.6618791359877467","88","88","88","2.2220629730253507","2.2220629730253507","2.2220629730253507","88","88","88","2.138718660555592","2.138718660555592","2.138718660555592","88","88","88","2.6936872903264195","2.6936872903264195","2.6936872903264195","88","88","88","2.285366011544929","2.285366011544929","2.285366011544929","88","88","88","2.4501579906400393","2.4501579906400393","2.4501579906400393","88","88","88","2.138718660555592","2.138718660555592","2.138718660555592","88","88","88","2.4565336531617823","2.4565336531617823","2.4565336531617823","88","88","88","2.2220629730253507","2.2220629730253507","2.2220629730253507","88","88","88","2.2601299561024017","2.2601299561024017","2.2601299561024017","88","88","88","2.4252084648066408","2.4252084648066408","2.4252084648066408","88","88","88","1.9481448948279205","1.9481448948279205","1.9481448948279205","88","88","88","2.6618791359877467","2.6618791359877467","2.6618791359877467","88","88","88","2.4565336531617823","2.4565336531617823","2.4565336531617823","88","88","88","2.5115045884266047","2.5115045884266047","2.5115045884266047","88","88","88","2.4501579906400393","2.4501579906400393","2.4501579906400393"
"31","91","91","91","2.58884736327516","2.58884736327516","2.58884736327516","91","91","91","2.1572951373383042","2.1572951373383042","2.1572951373383042","91","91","91","2.2681028869362145","2.2681028869362145","2.2681028869362145","91","91","91","2.676739054281622","2.676739054281622","2.676739054281622","91","91","91","2.30434142867688","2.30434142867688","2.30434142867688","91","91","91","2.471745819966248","2.471745819966248","2.471745819966248","91","91","91","2.2681028869362145","2.2681028869362145","2.2681028869362145","91","91","91","2.39593264307947","2.39593264307947","2.39593264307947","91","91","91","2.1572951373383042","2.1572951373383042","2.1572951373383042","91","91","91","2.3013117869331334","2.3013117869331334","2.3013117869331334","91","91","91","2.3560494937581273","2.3560494937581273","2.3560494937581273","91","91","91","1.9964418877286705","1.9964418877286705","1.9964418877286705","91","91","91","2.58884736327516","2.58884736327516","2.58884736327516","91","91","91","2.39593264307947","2.39593264307947","2.39593264307947","91","91","91","2.5215480816357956","2.5215480816357956","2.5215480816357956","91","91","91","2.471745819966248","2.471745819966248","2.471745819966248"
"32","94","94","94","2.440882904586048","2.440882904586048","2.440882904586048","94","94","94","2.154112975706882","2.154112975706882","2.154112975706882","94","94","94","2.4085309334072034","2.4085309334072034","2.4085309334072034","94","94","94","2.6120449219700705","2.6120449219700705","2.6120449219700705","94","94","94","2.3099471427880096","2.3099471427880096","2.3099471427880096","94","94","94","2.4867735607277632","2.4867735607277632","2.4867735607277632","94","94","94","2.4085309334072034","2.4085309334072034","2.4085309334072034","94","94","94","2.2676816865440514","2.2676816865440514","2.2676816865440514","94","94","94","2.154112975706882","2.154112975706882","2.154112975706882","94","94","94","2.258031847972405","2.258031847972405","2.258031847972405","94","94","94","2.2802244759135033","2.2802244759135033","2.2802244759135033","94","94","94","2.155816087309937","2.155816087309937","2.155816087309937","94","94","94","2.440882904586048","2.440882904586048","2.440882904586048","94","94","94","2.2676816865440514","2.2676816865440514","2.2676816865440514","94","94","94","2.517065194893737","2.517065194893737","2.517065194893737","94","94","94","2.4867735607277632","2.4867735607277632","2.4867735607277632"
"33","97","97","97","2.291122790343956","2.291122790343956","2.291122790343956","97","97","97","2.1443222525058125","2.1443222525058125","2.1443222525058125","97","97","97","2.5553734354284883","2.5553734354284883","2.5553734354284883","97","97","97","2.3783974045438954","2.3783974045438954","2.3783974045438954","97","97","97","2.334975084886103","2.334975084886103","2.334975084886103","97","97","97","2.49382823907996","2.49382823907996","2.49382823907996","97","97","97","2.5553734354284883","2.5553734354284883","2.5553734354284883","97","97","97","2.2121080689369217","2.2121080689369217","2.2121080689369217","97","97","97","2.1443222525058125","2.1443222525058125","2.1443222525058125","97","97","97","2.125515606423123","2.125515606423123","2.125515606423123","97","97","97","2.3276866067244115","2.3276866067244115","2.3276866067244115","97","97","97","2.3739779041799456","2.3739779041799456","2.3739779041799456","97","97","97","2.291122790343956","2.291122790343956","2.291122790343956","97","97","97","2.2121080689369217","2.2121080689369217","2.2121080689369217","97","97","97","2.494562787112259","2.494562787112259","2.494562787112259","97","97","97","2.49382823907996","2.49382823907996","2.49382823907996"
"34","100","100","100","2.165952451492639","2.165952451492639","2.165952451492639","100","100","100","2.206003710952334","2.206003710952334","2.206003710952334","100","100","100","2.6542147261642115","2.6542147261642115","2.6542147261642115","100","100","100","2.2701338005670295","2.2701338005670295","2.2701338005670295","100","100","100","2.3333855923686992","2.3333855923686992","2.3333855923686992","100","100","100","2.4936486295322897","2.4936486295322897","2.4936486295322897","100","100","100","2.6542147261642115","2.6542147261642115","2.6542147261642115","100","100","100","2.3394589627207814","2.3394589627207814","2.3394589627207814","100","100","100","2.206003710952334","2.206003710952334","2.206003710952334","100","100","100","2.10526627594276","2.10526627594276","2.10526627594276","100","100","100","2.477251378812616","2.477251378812616","2.477251378812616","100","100","100","2.5739239996026035","2.5739239996026035","2.5739239996026035","100","100","100","2.165952451492639","2.165952451492639","2.165952451492639","100","100","100","2.3394589627207814","2.3394589627207814","2.3394589627207814","100","100","100","2.457075176397096","2.457075176397096","2.457075176397096","100","100","100","2.4936486295322897","2.4936486295322897","2.4936486295322897"
"35","103","103","103","2.0507058132179963","2.0507058132179963","2.0507058132179963","103","103","103","2.3643176049023666","2.3643176049023666","2.3643176049023666","103","103","103","2.661031725159161","2.661031725159161","2.661031725159161","103","103","103","2.2236887257004305","2.2236887257004305","2.2236887257004305","103","103","103","2.3489432007272835","2.3489432007272835","2.3489432007272835","103","103","103","2.4869340591810123","2.4869340591810123","2.4869340591810123","103","103","103","2.661031725159161","2.661031725159161","2.661031725159161","103","103","103","2.5479295689532404","2.5479295689532404","2.5479295689532404","103","103","103","2.3643176049023666","2.3643176049023666","2.3643176049023666","103","103","103","2.258482067688262","2.258482067688262","2.258482067688262","103","103","103","2.612253453898346","2.612253453898346","2.612253453898346","103","103","103","2.6729566349555864","2.6729566349555864","2.6729566349555864","103","103","103","2.0507058132179963","2.0507058132179963","2.0507058132179963","103","103","103","2.5479295689532404","2.5479295689532404","2.5479295689532404","103","103","103","2.4172152509170655","2.4172152509170655","2.4172152509170655","103","103","103","2.4869340591810123","2.4869340591810123","2.4869340591810123"
"36","106","106","106","2.0012933405246365","2.0012933405246365","2.0012933405246365","106","106","106","2.5723849095942906","2.5723849095942906","2.5723849095942906","106","106","106","2.694782104659892","2.694782104659892","2.694782104659892","106","106","106","2.189408812518617","2.189408812518617","2.189408812518617","106","106","106","2.337153694483906","2.337153694483906","2.337153694483906","106","106","106","2.4740265318215298","2.4740265318215298","2.4740265318215298","106","106","106","2.694782104659892","2.694782104659892","2.694782104659892","106","106","106","2.685887871282424","2.685887871282424","2.685887871282424","106","106","106","2.5723849095942906","2.5723849095942906","2.5723849095942906","106","106","106","2.485514991624322","2.485514991624322","2.485514991624322","106","106","106","2.602319013389207","2.602319013389207","2.602319013389207","106","106","106","2.6228219020696932","2.6228219020696932","2.6228219020696932","106","106","106","2.0012933405246365","2.0012933405246365","2.0012933405246365","106","106","106","2.685887871282424","2.685887871282424","2.685887871282424","106","106","106","2.3925367286168466","2.3925367286168466","2.3925367286168466","106","106","106","2.4740265318215298","2.4740265318215298","2.4740265318215298"
"37","109","109","109","2.0555380175262266","2.0555380175262266","2.0555380175262266","109","109","109","2.718553413246589","2.718553413246589","2.718553413246589","109","109","109","2.575653169048505","2.575653169048505","2.575653169048505","109","109","109","2.141115271327394","2.141115271327394","2.141115271327394","109","109","109","2.338663815576423","2.338663815576423","2.338663815576423","109","109","109","2.4567259590192063","2.4567259590192063","2.4567259590192063","109","109","109","2.575653169048505","2.575653169048505","2.575653169048505","109","109","109","2.6826969903405278","2.6826969903405278","2.6826969903405278","109","109","109","2.718553413246589","2.718553413246589","2.718553413246589","109","109","109","2.656767567241118","2.656767567241118","2.656767567241118","109","109","109","2.474835459685086","2.474835459685086","2.474835459685086","109","109","109","2.633240197223035","2.633240197223035","2.633240197223035","109","109","109","2.0555380175262266","2.0555380175262266","2.0555380175262266","109","109","109","2.6826969903405278","2.6826969903405278","2.6826969903405278","109","109","109","2.395987776997942","2.395987776997942","2.395987776997942","109","109","109","2.4567259590192063","2.4567259590192063","2.4567259590192063"
"38","112","112","112","2.203507955139775","2.203507955139775","2.203507955139775","112","112","112","2.7539861230357134","2.7539861230357134","2.7539861230357134","112","112","112","2.527495203575178","2.527495203575178","2.527495203575178","112","112","112","2.2104737303189457","2.2104737303189457","2.2104737303189457","112","112","112","2.319798057503617","2.319798057503617","2.319798057503617","112","112","112","2.4399118094903467","2.4399118094903467","2.4399118094903467","112","112","112","2.527495203575178","2.527495203575178","2.527495203575178","112","112","112","2.504609440203306","2.504609440203306","2.504609440203306","112","112","112","2.7539861230357134","2.7539861230357134","2.7539861230357134","112","112","112","2.7611883224118587","2.7611883224118587","2.7611883224118587","112","112","112","2.31939140832209","2.31939140832209","2.31939140832209","112","112","112","2.494126417212956","2.494126417212956","2.494126417212956","112","112","112","2.203507955139775","2.203507955139775","2.203507955139775","112","112","112","2.504609440203306","2.504609440203306","2.504609440203306","112","112","112","2.42862803347397","2.42862803347397","2.42862803347397","112","112","112","2.4399118094903467","2.4399118094903467","2.4399118094903467"
"39","115","115","115","2.3845696971069104","2.3845696971069104","2.3845696971069104","115","115","115","2.829924488949217","2.829924488949217","2.829924488949217","115","115","115","2.4602807052092994","2.4602807052092994","2.4602807052092994","115","115","115","2.3894371732097333","2.3894371732097333","2.3894371732097333","115","115","115","2.3199512371856934","2.3199512371856934","2.3199512371856934","115","115","115","2.430565311005668","2.430565311005668","2.430565311005668","115","115","115","2.4602807052092994","2.4602807052092994","2.4602807052092994","115","115","115","2.335601292641397","2.335601292641397","2.335601292641397","115","115","115","2.829924488949217","2.829924488949217","2.829924488949217","115","115","115","2.6838290353130176","2.6838290353130176","2.6838290353130176","115","115","115","2.3245736009646136","2.3245736009646136","2.3245736009646136","115","115","115","2.534164611808916","2.534164611808916","2.534164611808916","115","115","115","2.3845696971069104","2.3845696971069104","2.3845696971069104","115","115","115","2.335601292641397","2.335601292641397","2.335601292641397","115","115","115","2.47925292856715","2.47925292856715","2.47925292856715","115","115","115","2.430565311005668","2.430565311005668","2.430565311005668"
"40","118","118","118","2.550365111194492","2.550365111194492","2.550365111194492","118","118","118","2.6385468112226937","2.6385468112226937","2.6385468112226937","118","118","118","2.253608418541637","2.253608418541637","2.253608418541637","118","118","118","2.5428289193914355","2.5428289193914355","2.5428289193914355","118","118","118","2.3088468583873887","2.3088468583873887","2.3088468583873887","118","118","118","2.4343462278520205","2.4343462278520205","2.4343462278520205","118","118","118","2.253608418541637","2.253608418541637","2.253608418541637","118","118","118","2.362919198204164","2.362919198204164","2.362919198204164","118","118","118","2.6385468112226937","2.6385468112226937","2.6385468112226937","118","118","118","2.4489338557875158","2.4489338557875158","2.4489338557875158","118","118","118","2.372317203288971","2.372317203288971","2.372317203288971","118","118","118","2.4710196430187605","2.4710196430187605","2.4710196430187605","118","118","118","2.550365111194492","2.550365111194492","2.550365111194492","118","118","118","2.362919198204164","2.362919198204164","2.362919198204164","118","118","118","2.53102891278744","2.53102891278744","2.53102891278744","118","118","118","2.4343462278520205","2.4343462278520205","2.4343462278520205"
"41","121","121","121","2.623572066378809","2.623572066378809","2.623572066378809","121","121","121","2.457904907473373","2.457904907473373","2.457904907473373","121","121","121","2.011883347462039","2.011883347462039","2.011883347462039","121","121","121","2.559746501933401","2.559746501933401","2.559746501933401","121","121","121","2.3183280913670137","2.3183280913670137","2.3183280913670137","121","121","121","2.4522663354883854","2.4522663354883854","2.4522663354883854","121","121","121","2.011883347462039","2.011883347462039","2.011883347462039","121","121","121","2.368811585368267","2.368811585368267","2.368811585368267","121","121","121","2.457904907473373","2.457904907473373","2.457904907473373","121","121","121","2.280739837249693","2.280739837249693","2.280739837249693","121","121","121","2.3707362937026217","2.3707362937026217","2.3707362937026217","121","121","121","2.3240861751830284","2.3240861751830284","2.3240861751830284","121","121","121","2.623572066378809","2.623572066378809","2.623572066378809","121","121","121","2.368811585368267","2.368811585368267","2.368811585368267","121","121","121","2.5708066619291587","2.5708066619291587","2.5708066619291587","121","121","121","2.4522663354883854","2.4522663354883854","2.4522663354883854"
"42","124","124","124","2.5701196838759595","2.5701196838759595","2.5701196838759595","124","124","124","2.334127812867868","2.334127812867868","2.334127812867868","124","124","124","2.032509739775774","2.032509739775774","2.032509739775774","124","124","124","2.517577743291567","2.517577743291567","2.517577743291567","124","124","124","2.3153920971018755","2.3153920971018755","2.3153920971018755","124","124","124","2.4799874192565996","2.4799874192565996","2.4799874192565996","124","124","124","2.032509739775774","2.032509739775774","2.032509739775774","124","124","124","2.267341296875373","2.267341296875373","2.267341296875373","124","124","124","2.334127812867868","2.334127812867868","2.334127812867868","124","124","124","2.276975743353169","2.276975743353169","2.276975743353169","124","124","124","2.3397882164758284","2.3397882164758284","2.3397882164758284","124","124","124","2.0837600055517087","2.0837600055517087","2.0837600055517087","124","124","124","2.5701196838759595","2.5701196838759595","2.5701196838759595","124","124","124","2.267341296875373","2.267341296875373","2.267341296875373","124","124","124","2.594004058112731","2.594004058112731","2.594004058112731","124","124","124","2.4799874192565996","2.4799874192565996","2.4799874192565996"
"43","127","127","127","2.6055739856151594","2.6055739856151594","2.6055739856151594","127","127","127","2.195928724402657","2.195928724402657","2.195928724402657","127","127","127","2.2545231186265515","2.2545231186265515","2.2545231186265515","127","127","127","2.6095844689659873","2.6095844689659873","2.6095844689659873","127","127","127","2.32809564126198","2.32809564126198","2.32809564126198","127","127","127","2.510218584359046","2.510218584359046","2.510218584359046","127","127","127","2.2545231186265515","2.2545231186265515","2.2545231186265515","127","127","127","2.1593477386819613","2.1593477386819613","2.1593477386819613","127","127","127","2.195928724402657","2.195928724402657","2.195928724402657","127","127","127","2.2351411679335556","2.2351411679335556","2.2351411679335556","127","127","127","2.3813791498271324","2.3813791498271324","2.3813791498271324","127","127","127","1.9998615762050669","1.9998615762050669","1.9998615762050669","127","127","127","2.6055739856151594","2.6055739856151594","2.6055739856151594","127","127","127","2.1593477386819613","2.1593477386819613","2.1593477386819613","127","127","127","2.6012242744843688","2.6012242744843688","2.6012242744843688","127","127","127","2.510218584359046","2.510218584359046","2.510218584359046"
"44","130","130","130","2.5034185667297306","2.5034185667297306","2.5034185667297306","130","130","130","2.040020406721498","2.040020406721498","2.040020406721498","130","130","130","2.4871818282913005","2.4871818282913005","2.4871818282913005","130","130","130","2.4693129186642993","2.4693129186642993","2.4693129186642993","130","130","130","2.3236336982628485","2.3236336982628485","2.3236336982628485","130","130","130","2.536286364832729","2.536286364832729","2.536286364832729","130","130","130","2.4871818282913005","2.4871818282913005","2.4871818282913005","130","130","130","2.191287619506844","2.191287619506844","2.191287619506844","130","130","130","2.040020406721498","2.040020406721498","2.040020406721498","130","130","130","2.145496400209467","2.145496400209467","2.145496400209467","130","130","130","2.483146703620434","2.483146703620434","2.483146703620434","130","130","130","2.1278263455366866","2.1278263455366866","2.1278263455366866","130","130","130","2.5034185667297306","2.5034185667297306","2.5034185667297306","130","130","130","2.191287619506844","2.191287619506844","2.191287619506844","130","130","130","2.591491497235373","2.591491497235373","2.591491497235373","130","130","130","2.536286364832729","2.536286364832729","2.536286364832729"
